lead_id,created_at,email_domain,company_id,company_name,campaign_id,utm_campaign,lifecycle_stage,opportunity_id,opportunity_created_at,amount,close_date,close_status,trial_start_at,trial_end_at
LEAD_0357,2025-06-20,vandelayholdings.com,ACC_0357,Vandelay Holdings,CMP_1003,camp_3,Closed Won,OPP_0357,2025-07-20,19515.0,2025-08-21,Won,2025-06-22,2025-07-06
LEAD_0358,2025-02-13,wonkacorporation.com,ACC_0358,Wonka Corporation,CMP_1014,camp_14,SQL,,,,,,2025-02-15,2025-03-01
LEAD_0359,2025-08-03,vehementsystems.com,ACC_0359,Vehement Systems,CMP_1005,camp_5,Closed Lost,OPP_0359,2025-09-05,26528.0,2025-10-06,Lost,2025-08-05,2025-08-19
LEAD_0360,2025-01-28,proton.me,ACC_0360,Vehement Corporation,CMP_1009,camp_9,Closed Lost,OPP_0360,2025-02-19,13308.0,2025-02-28,Lost,2025-01-31,2025-02-14
LEAD_0361,2025-01-23,soylentnetworks.com,ACC_0361,Soylent Networks,CMP_1003,camp_3,Closed Won,OPP_0361,2025-02-18,29519.0,2025-05-14,Won,2025-01-23,2025-02-06
LEAD_0362,2025-07-29,vandelayindustries.com,ACC_0362,Vandelay Industries,CMP_1003,camp_3,SQL,,,,,,2025-07-30,2025-08-13
LEAD_0363,2025-05-09,soylentcorporation.com,ACC_0363,Soylent Corporation,CMP_1010,camp_10,Closed Lost,OPP_0363,2025-06-07,21126.0,2025-06-15,Lost,2025-05-15,2025-05-29
LEAD_0364,2025-01-28,starkenterprises.com,ACC_0364,Stark Enterprises,CMP_1011,camp_11,Closed Won,OPP_0364,2025-02-16,32737.0,2025-05-04,Won,2025-02-03,2025-02-17
LEAD_0365,2025-08-28,vandelaynetworks.com,ACC_0365,Vandelay Networks,CMP_1004,camp_4,Lead,,,,,,,
LEAD_0366,2025-03-08,vandelaygroup.com,ACC_0366,Vandelay Group,CMP_1005,camp_5,Closed Won,OPP_0366,2025-03-18,21111.0,2025-04-05,Won,2025-03-11,2025-03-25
LEAD_0367,2025-03-16,umbrellalabs.com,ACC_0367,Umbrella Labs,CMP_1016,camp_16,Lead,,,,,,,
LEAD_0368,2025-07-02,yahoo.com,ACC_0368,Hooli Group,CMP_1001,camp_1,Lead,,,,,,,
LEAD_0369,2025-03-05,hoolienterprises.com,ACC_0369,Hooli Enterprises,CMP_1013,camp_13,Lead,,,,,,,
LEAD_0370,2025-01-19,acmeholdings.com,ACC_0370,Acme Holdings,CMP_1017,camp_17,Closed Won,OPP_0370,2025-02-02,24007.0,2025-02-16,Won,2025-01-22,2025-02-05
LEAD_0371,2025-09-12,hoolilabs.com,ACC_0371,Hooli Labs,CMP_1019,camp_19,Lead,,,,,,,
LEAD_0372,2025-07-02,waynegroup.com,ACC_0372,Wayne Group,CMP_1015,camp_15,SQL,,,,,,2025-07-04,2025-07-18
LEAD_0373,2025-03-30,gmail.com,ACC_0373,Soylent Industries,CMP_1009,camp_9,Closed Lost,OPP_0373,2025-05-02,22774.0,2025-07-21,Lost,2025-04-02,2025-04-16
LEAD_0374,2025-07-30,globexindustries.com,ACC_0374,Globex Industries,,,SQL,,,,,,2025-08-08,2025-08-22
LEAD_0375,2025-06-19,wonkaenterprises.com,ACC_0375,Wonka Enterprises,CMP_1014,camp_14,Lead,,,,,,,
LEAD_0376,2025-09-09,wayneenterprises.com,ACC_0376,Wayne Enterprises,CMP_1001,camp_1,MQL,,,,,,2025-09-10,2025-09-24
LEAD_0377,2025-03-01,umbrellanetworks.com,ACC_0377,Umbrella Networks,CMP_1017,camp_17,SQL,,,,,,2025-03-07,2025-03-21
LEAD_0378,2025-02-17,wonkanetworks.com,ACC_0378,Wonka Networks,CMP_1009,camp_9,Closed Won,OPP_0378,2025-03-26,7917.0,2025-05-06,Won,2025-02-21,2025-03-07
LEAD_0379,2025-03-03,soylentdynamics.com,ACC_0379,Soylent Dynamics,CMP_1014,camp_14,Closed Won,OPP_0379,2025-03-24,23408.0,2025-06-07,Won,2025-03-09,2025-03-23
LEAD_0380,2025-07-03,wonkaenterprises.com,ACC_0380,Wonka Enterprises,CMP_1014,camp_14,Closed Won,OPP_0380,2025-07-10,25665.0,2025-09-23,Won,2025-07-04,2025-07-18
LEAD_0381,2025-09-09,vandelaysystems.com,ACC_0381,Vandelay Systems,CMP_1004,camp_4,MQL,,,,,,2025-09-09,2025-09-23
LEAD_0382,2025-02-07,acmecorporation.com,ACC_0382,Acme Corporation,CMP_1005,camp_5,Lead,,,,,,,
LEAD_0383,2025-03-29,initechgroup.com,ACC_0383,Initech Group,CMP_1007,camp_7,SQL,,,,,,,
LEAD_0384,2025-08-16,umbrellagroup.com,ACC_0384,Umbrella Group,CMP_1011,camp_11,Closed Won,OPP_0384,2025-08-30,21408.0,2025-11-14,Won,2025-08-24,2025-09-07
LEAD_0385,2025-09-18,hooliindustries.com,ACC_0385,Hooli Industries,CMP_1010,camp_10,SQL,,,,,,2025-09-22,2025-10-06
LEAD_0386,2025-08-16,waynecorporation.com,ACC_0386,Wayne Corporation,CMP_1013,camp_13,MQL,,,,,,2025-08-16,2025-08-30
LEAD_0387,2025-04-22,starkenterprises.com,ACC_0387,Stark Enterprises,CMP_1006,camp_6,Lead,,,,,,,
LEAD_0388,2025-05-23,vehementsolutions.com,ACC_0388,Vehement Solutions,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0389,2025-07-16,vandelaylabs.com,ACC_0389,Vandelay Labs,CMP_1012,camp_12,Closed Won,OPP_0389,2025-08-20,5886.0,2025-08-12,Won,2025-07-24,2025-08-07
LEAD_0390,2025-06-17,waynesystems.com,ACC_0390,Wayne Systems,CMP_1008,camp_8,MQL,,,,,,2025-06-21,2025-07-05
LEAD_0391,2025-04-12,gmail.com,ACC_0391,Acme Labs,CMP_1004,camp_4,Closed Lost,OPP_0391,2025-05-10,21782.0,2025-06-04,Lost,2025-04-12,2025-04-26
LEAD_0392,2025-07-11,vehementcorporation.com,ACC_0392,Vehement Corporation,,,Closed Lost,OPP_0392,2025-08-14,15403.0,2025-09-15,Lost,2025-07-20,2025-08-03
LEAD_0393,2025-07-01,vehementindustries.com,ACC_0393,Vehement Industries,CMP_1015,camp_15,Lead,,,,,,,
LEAD_0394,2025-03-30,outlook.com,ACC_0394,Massive Group,CMP_1009,camp_9,Closed Lost,OPP_0394,2025-04-09,21959.0,2025-05-13,Lost,,
LEAD_0395,2025-09-02,proton.me,ACC_0395,Vehement Holdings,CMP_1017,camp_17,MQL,,,,,,,
LEAD_0396,2025-01-30,hooligroup.com,ACC_0396,Hooli Group,CMP_1015,camp_15,SQL,,,,,,,
LEAD_0397,2025-01-01,globexsystems.com,ACC_0397,Globex Systems,CMP_1002,camp_2,Lead,,,,,,,
LEAD_0398,2025-08-16,initechenterprises.com,ACC_0398,Initech Enterprises,CMP_1002,camp_2,Lead,,,,,,,
LEAD_0399,2025-09-13,umbrellaenterprises.com,ACC_0399,Umbrella Enterprises,CMP_1019,camp_19,Closed Lost,OPP_0399,2025-10-15,4000.0,2025-11-11,Lost,2025-09-18,2025-10-02
LEAD_0400,2025-07-25,yahoo.com,ACC_0400,Wonka Holdings,CMP_1005,camp_5,Lead,,,,,,,
LEAD_0401,2025-04-06,wonkagroup.com,ACC_0401,Wonka Group,,,Lead,,,,,,,
LEAD_0402,2025-03-20,globexholdings.com,ACC_0402,Globex Holdings,CMP_1008,camp_8,MQL,,,,,,,
LEAD_0403,2025-03-17,globexenterprises.com,ACC_0403,Globex Enterprises,CMP_1018,camp_18,Lead,,,,,,,
LEAD_0404,2025-04-17,vehementholdings.com,ACC_0404,Vehement Holdings,CMP_1002,camp_2,Lead,,,,,,,
LEAD_0405,2025-01-23,globexsystems.com,ACC_0405,Globex Systems,CMP_1017,camp_17,Closed Lost,OPP_0405,2025-02-26,12077.0,2025-04-01,Lost,2025-01-30,2025-02-13
LEAD_0406,2025-04-06,starklabs.com,ACC_0406,Stark Labs,CMP_1012,camp_12,MQL,,,,,,2025-04-07,2025-04-21
LEAD_0407,2025-08-05,wonkalabs.com,ACC_0407,Wonka Labs,CMP_1003,camp_3,SQL,,,,,,2025-08-08,2025-08-22
LEAD_0408,2025-06-22,waynecorporation.com,ACC_0408,Wayne Corporation,CMP_1015,camp_15,Closed Lost,OPP_0408,2025-07-14,10701.0,2025-08-13,Lost,2025-06-29,2025-07-13
LEAD_0409,2025-03-22,umbrellalabs.com,ACC_0409,Umbrella Labs,CMP_1007,camp_7,Closed Won,OPP_0409,2025-04-07,22350.0,2025-05-03,Won,2025-03-29,2025-04-12
LEAD_0410,2025-06-04,globexholdings.com,ACC_0410,Globex Holdings,CMP_1010,camp_10,MQL,,,,,,2025-06-11,2025-06-25
LEAD_0411,2025-06-06,vandelaygroup.com,ACC_0411,Vandelay Group,CMP_1009,camp_9,MQL,,,,,,2025-06-13,2025-06-27
LEAD_0412,2025-02-16,wonkaholdings.com,ACC_0412,Wonka Holdings,CMP_1018,camp_18,Closed Lost,OPP_0412,2025-03-01,13297.0,2025-04-01,Lost,,
LEAD_0413,2025-03-26,soylentindustries.com,ACC_0413,Soylent Industries,CMP_1019,camp_19,Closed Lost,OPP_0413,2025-04-26,12602.0,2025-04-20,Lost,2025-03-30,2025-04-13
LEAD_0414,2025-03-17,hooliindustries.com,ACC_0414,Hooli Industries,CMP_1017,camp_17,SQL,,,,,,2025-03-22,2025-04-05
LEAD_0415,2025-04-06,globexsolutions.com,ACC_0415,Globex Solutions,CMP_1007,camp_7,Lead,,,,,,,
LEAD_0416,2025-08-17,vehementholdings.com,ACC_0416,Vehement Holdings,CMP_1019,camp_19,SQL,,,,,,2025-08-24,2025-09-07
LEAD_0417,2025-01-25,hoolienterprises.com,ACC_0417,Hooli Enterprises,CMP_1019,camp_19,Closed Won,OPP_0417,2025-02-04,17730.0,2025-05-02,Won,,
LEAD_0418,2025-04-13,wayneenterprises.com,ACC_0418,Wayne Enterprises,CMP_1013,camp_13,Lead,,,,,,,
LEAD_0419,2025-05-09,globexenterprises.com,ACC_0419,Globex Enterprises,CMP_1014,camp_14,Lead,,,,,,,
LEAD_0420,2025-02-07,massivecorporation.com,ACC_0420,Massive Corporation,,,Closed Won,OPP_0420,2025-03-03,28931.0,2025-03-12,Won,2025-02-08,2025-02-22
LEAD_0421,2025-01-12,globexindustries.com,ACC_0421,Globex Industries,CMP_1010,camp_10,Closed Won,OPP_0421,2025-02-05,29348.0,2025-02-18,Won,2025-01-18,2025-02-01
LEAD_0422,2025-02-01,soylentholdings.com,ACC_0422,Soylent Holdings,CMP_1014,camp_14,Lead,,,,,,,
LEAD_0423,2025-03-24,vehemententerprises.com,ACC_0423,Vehement Enterprises,CMP_1004,camp_4,Closed Won,OPP_0423,2025-04-01,15576.0,2025-06-30,Won,,
LEAD_0424,2025-06-04,gmail.com,ACC_0424,Acme Systems,CMP_1002,camp_2,MQL,,,,,,2025-06-11,2025-06-25
LEAD_0425,2025-08-09,starkenterprises.com,ACC_0425,Stark Enterprises,CMP_1009,camp_9,Closed Lost,OPP_0425,2025-09-03,7335.0,2025-11-04,Lost,2025-08-09,2025-08-23
LEAD_0426,2025-07-30,wonkasolutions.com,ACC_0426,Wonka Solutions,CMP_1012,camp_12,Closed Won,OPP_0426,2025-08-08,31891.0,2025-09-23,Won,2025-08-03,2025-08-17
LEAD_0427,2025-02-13,initechenterprises.com,ACC_0427,Initech Enterprises,CMP_1005,camp_5,Lead,,,,,,,
LEAD_0428,2025-02-27,massivegroup.com,ACC_0428,Massive Group,CMP_1005,camp_5,Closed Lost,OPP_0428,2025-03-28,31850.0,2025-05-20,Lost,2025-03-06,2025-03-20
LEAD_0429,2025-05-07,waynesystems.com,ACC_0429,Wayne Systems,CMP_1017,camp_17,MQL,,,,,,2025-05-14,2025-05-28
LEAD_0430,2025-02-05,vehementindustries.com,ACC_0430,Vehement Industries,CMP_1007,camp_7,Closed Lost,OPP_0430,2025-02-24,20525.0,2025-04-09,Lost,2025-02-09,2025-02-23
LEAD_0431,2025-01-20,massivegroup.com,ACC_0431,Massive Group,,,MQL,,,,,,,
LEAD_0432,2025-04-18,yahoo.com,ACC_0432,Initech Systems,CMP_1019,camp_19,Lead,,,,,,,
LEAD_0433,2025-06-29,waynesystems.com,ACC_0433,Wayne Systems,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0434,2025-07-06,wonkagroup.com,ACC_0434,Wonka Group,CMP_1016,camp_16,MQL,,,,,,2025-07-07,2025-07-21
LEAD_0435,2025-06-22,yahoo.com,ACC_0435,Vehement Systems,CMP_1013,camp_13,Lead,,,,,,,
LEAD_0436,2025-09-24,starkcorporation.com,ACC_0436,Stark Corporation,CMP_1017,camp_17,SQL,,,,,,2025-09-26,2025-10-10
LEAD_0437,2025-05-21,umbrellagroup.com,ACC_0437,Umbrella Group,CMP_1013,camp_13,Closed Lost,OPP_0437,2025-06-07,17447.0,2025-07-23,Lost,2025-05-30,2025-06-13
LEAD_0438,2025-09-05,gmail.com,ACC_0438,Soylent Enterprises,CMP_1016,camp_16,Closed Won,OPP_0438,2025-09-22,29377.0,2025-10-28,Won,2025-09-06,2025-09-20
LEAD_0439,2025-02-03,yahoo.com,ACC_0439,Soylent Group,CMP_1019,camp_19,Lead,,,,,,,
LEAD_0440,2025-07-04,soylentsolutions.com,ACC_0440,Soylent Solutions,CMP_1018,camp_18,Closed Lost,OPP_0440,2025-07-23,20498.0,2025-08-14,Lost,2025-07-13,2025-07-27
LEAD_0441,2025-08-27,hoolisolutions.com,ACC_0441,Hooli Solutions,CMP_1009,camp_9,Closed Won,OPP_0441,2025-09-27,25712.0,2025-11-17,Won,2025-09-02,2025-09-16
LEAD_0442,2025-03-15,globexholdings.com,ACC_0442,Globex Holdings,,,Lead,,,,,,,
LEAD_0443,2025-08-27,soylentlabs.com,ACC_0443,Soylent Labs,CMP_1009,camp_9,Closed Won,OPP_0443,2025-09-30,22130.0,2025-11-13,Won,,
LEAD_0444,2025-03-10,massiveenterprises.com,ACC_0444,Massive Enterprises,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0445,2025-06-12,hoolidynamics.com,ACC_0445,Hooli Dynamics,CMP_1001,camp_1,Closed Won,OPP_0445,2025-07-04,20893.0,2025-07-07,Won,,
LEAD_0446,2025-07-26,massivedynamics.com,ACC_0446,Massive Dynamics,CMP_1001,camp_1,Lead,,,,,,,
LEAD_0447,2025-02-10,vehementcorporation.com,ACC_0447,Vehement Corporation,CMP_1016,camp_16,Closed Won,OPP_0447,2025-02-27,22898.0,2025-03-29,Won,2025-02-12,2025-02-26
LEAD_0448,2025-03-03,umbrellaindustries.com,ACC_0448,Umbrella Industries,CMP_1017,camp_17,SQL,,,,,,,
LEAD_0449,2025-04-30,initechholdings.com,ACC_0449,Initech Holdings,CMP_1018,camp_18,MQL,,,,,,2025-05-07,2025-05-21
LEAD_0450,2025-02-17,yahoo.com,ACC_0450,Vehement Group,CMP_1009,camp_9,Lead,,,,,,,
LEAD_0451,2025-09-21,vandelaydynamics.com,ACC_0451,Vandelay Dynamics,CMP_1018,camp_18,Lead,,,,,,,
LEAD_0452,2025-02-04,proton.me,ACC_0452,Stark Dynamics,,,Lead,,,,,,,
LEAD_0453,2025-05-26,gmail.com,ACC_0453,Umbrella Solutions,CMP_1011,camp_11,Lead,,,,,,,
LEAD_0454,2025-06-07,initechnetworks.com,ACC_0454,Initech Networks,,,SQL,,,,,,2025-06-12,2025-06-26
LEAD_0455,2025-07-11,umbrellaholdings.com,ACC_0455,Umbrella Holdings,CMP_1016,camp_16,MQL,,,,,,2025-07-17,2025-07-31
LEAD_0456,2025-05-06,wonkalabs.com,ACC_0456,Wonka Labs,CMP_1017,camp_17,Lead,,,,,,,
LEAD_0457,2025-03-08,proton.me,ACC_0457,Massive Holdings,CMP_1006,camp_6,MQL,,,,,,2025-03-13,2025-03-27
LEAD_0458,2025-02-01,vehementlabs.com,ACC_0458,Vehement Labs,CMP_1005,camp_5,Closed Lost,OPP_0458,2025-03-11,26944.0,2025-05-22,Lost,2025-02-09,2025-02-23
LEAD_0459,2025-06-04,waynegroup.com,ACC_0459,Wayne Group,CMP_1017,camp_17,Closed Lost,OPP_0459,2025-07-13,4000.0,2025-07-29,Lost,2025-06-08,2025-06-22
LEAD_0460,2025-03-31,yahoo.com,ACC_0460,Wonka Corporation,CMP_1017,camp_17,Closed Won,OPP_0460,2025-04-11,24404.0,2025-05-11,Won,2025-03-31,2025-04-14
LEAD_0461,2025-07-30,initechenterprises.com,ACC_0461,Initech Enterprises,CMP_1013,camp_13,MQL,,,,,,2025-07-31,2025-08-14
LEAD_0462,2025-07-08,wonkadynamics.com,ACC_0462,Wonka Dynamics,CMP_1006,camp_6,Closed Lost,OPP_0462,2025-07-29,29379.0,2025-08-04,Lost,,
LEAD_0463,2025-05-11,initechcorporation.com,ACC_0463,Initech Corporation,CMP_1003,camp_3,SQL,,,,,,2025-05-11,2025-05-25
LEAD_0464,2025-05-02,starkholdings.com,ACC_0464,Stark Holdings,CMP_1009,camp_9,Lead,,,,,,,
LEAD_0465,2025-07-21,initechcorporation.com,ACC_0465,Initech Corporation,CMP_1016,camp_16,MQL,,,,,,2025-07-27,2025-08-10
LEAD_0466,2025-05-08,soylentsolutions.com,ACC_0466,Soylent Solutions,CMP_1018,camp_18,SQL,,,,,,2025-05-11,2025-05-25
LEAD_0467,2025-07-16,proton.me,ACC_0467,Massive Systems,CMP_1003,camp_3,Closed Lost,OPP_0467,2025-08-23,19639.0,2025-10-23,Lost,,
LEAD_0468,2025-05-02,massivesystems.com,ACC_0468,Massive Systems,CMP_1014,camp_14,MQL,,,,,,2025-05-02,2025-05-16
LEAD_0469,2025-06-25,starksystems.com,ACC_0469,Stark Systems,CMP_1017,camp_17,MQL,,,,,,2025-06-30,2025-07-14
LEAD_0470,2025-08-16,massivedynamics.com,ACC_0470,Massive Dynamics,CMP_1015,camp_15,Lead,,,,,,,
LEAD_0471,2025-03-17,proton.me,ACC_0471,Acme Solutions,CMP_1015,camp_15,MQL,,,,,,2025-03-21,2025-04-04
LEAD_0472,2025-07-20,umbrelladynamics.com,ACC_0472,Umbrella Dynamics,CMP_1015,camp_15,Closed Lost,OPP_0472,2025-08-09,20776.0,2025-08-31,Lost,2025-07-21,2025-08-04
LEAD_0473,2025-05-03,soylentindustries.com,ACC_0473,Soylent Industries,CMP_1014,camp_14,Closed Won,OPP_0473,2025-06-01,30399.0,2025-07-14,Won,2025-05-07,2025-05-21
LEAD_0474,2025-03-22,initechcorporation.com,ACC_0474,Initech Corporation,CMP_1011,camp_11,Lead,,,,,,,
LEAD_0475,2025-08-25,yahoo.com,ACC_0475,Wayne Dynamics,CMP_1003,camp_3,SQL,,,,,,2025-08-31,2025-09-14
LEAD_0476,2025-05-24,vandelaycorporation.com,ACC_0476,Vandelay Corporation,CMP_1008,camp_8,Lead,,,,,,,
LEAD_0477,2025-06-09,wayneindustries.com,ACC_0477,Wayne Industries,CMP_1017,camp_17,MQL,,,,,,,
LEAD_0478,2025-07-20,globexsystems.com,ACC_0478,Globex Systems,CMP_1007,camp_7,SQL,,,,,,2025-07-23,2025-08-06
LEAD_0479,2025-05-08,acmeenterprises.com,ACC_0479,Acme Enterprises,CMP_1009,camp_9,SQL,,,,,,,
LEAD_0480,2025-05-08,umbrellalabs.com,ACC_0480,Umbrella Labs,CMP_1016,camp_16,SQL,,,,,,,
LEAD_0481,2025-07-13,initechgroup.com,ACC_0481,Initech Group,CMP_1010,camp_10,Lead,,,,,,,
LEAD_0482,2025-09-21,hoolicorporation.com,ACC_0482,Hooli Corporation,CMP_1006,camp_6,SQL,,,,,,2025-09-22,2025-10-06
LEAD_0483,2025-03-07,globexnetworks.com,ACC_0483,Globex Networks,CMP_1017,camp_17,Lead,,,,,,,
LEAD_0484,2025-08-24,vehementindustries.com,ACC_0484,Vehement Industries,CMP_1003,camp_3,MQL,,,,,,2025-08-27,2025-09-10
LEAD_0485,2025-08-21,massivesystems.com,ACC_0485,Massive Systems,CMP_1006,camp_6,Closed Lost,OPP_0485,2025-09-13,19348.0,2025-11-03,Lost,2025-08-24,2025-09-07
LEAD_0486,2025-03-05,vandelaylabs.com,ACC_0486,Vandelay Labs,CMP_1004,camp_4,Closed Lost,OPP_0486,2025-04-03,21651.0,2025-05-22,Lost,,
LEAD_0487,2025-02-05,hoolicorporation.com,ACC_0487,Hooli Corporation,CMP_1010,camp_10,MQL,,,,,,2025-02-13,2025-02-27
LEAD_0488,2025-01-05,umbrellasolutions.com,ACC_0488,Umbrella Solutions,CMP_1017,camp_17,Lead,,,,,,,
LEAD_0489,2025-09-08,initechgroup.com,ACC_0489,Initech Group,CMP_1016,camp_16,Closed Won,OPP_0489,2025-10-17,12528.0,2025-12-10,Won,,
LEAD_0490,2025-06-10,initechdynamics.com,ACC_0490,Initech Dynamics,CMP_1006,camp_6,Closed Won,OPP_0490,2025-06-30,19950.0,2025-09-14,Won,2025-06-12,2025-06-26
LEAD_0491,2025-01-10,proton.me,ACC_0491,Wayne Holdings,CMP_1019,camp_19,MQL,,,,,,2025-01-12,2025-01-26
LEAD_0492,2025-02-09,acmedynamics.com,ACC_0492,Acme Dynamics,CMP_1010,camp_10,MQL,,,,,,,
LEAD_0493,2025-03-04,proton.me,ACC_0493,Soylent Solutions,CMP_1004,camp_4,Lead,,,,,,,
LEAD_0494,2025-02-17,hooliholdings.com,ACC_0494,Hooli Holdings,CMP_1002,camp_2,Closed Won,OPP_0494,2025-03-18,34868.0,2025-05-18,Won,2025-02-18,2025-03-04
LEAD_0495,2025-02-14,wonkadynamics.com,ACC_0495,Wonka Dynamics,CMP_1001,camp_1,MQL,,,,,,2025-02-16,2025-03-02
LEAD_0496,2025-04-20,initechdynamics.com,ACC_0496,Initech Dynamics,CMP_1009,camp_9,Closed Won,OPP_0496,2025-05-20,25112.0,2025-07-18,Won,2025-04-26,2025-05-10
LEAD_0497,2025-07-16,initechsystems.com,ACC_0497,Initech Systems,CMP_1012,camp_12,MQL,,,,,,2025-07-19,2025-08-02
LEAD_0498,2025-09-10,umbrellasolutions.com,ACC_0498,Umbrella Solutions,CMP_1012,camp_12,SQL,,,,,,2025-09-15,2025-09-29
LEAD_0499,2025-02-24,wonkagroup.com,ACC_0499,Wonka Group,CMP_1002,camp_2,MQL,,,,,,2025-02-25,2025-03-11
LEAD_0500,2025-05-11,vehementcorporation.com,ACC_0500,Vehement Corporation,CMP_1014,camp_14,MQL,,,,,,2025-05-17,2025-05-31
