company_id,lead_id,created_at,email_domain,company_name,campaign_id,utm_campaign,lifecycle_stage,opportunity_id,opportunity_created_at,amount,close_date,close_status,trial_start_at,trial_end_at,is_opportunity,is_won,events,active_days,users,logins,feature_x,feature_y,plan_tiers,activated_30d
ACC_0265,LEAD_0265,2025-01-24,initechholdings.com,Initech Holdings,CMP_1009,camp_9,MQL,,,,,,2025-01-25,2025-02-08,False,False,59.0,14.0,3.0,31.0,10.0,7.0,4.0,False
ACC_0266,LEAD_0266,2025-08-14,acmeholdings.com,Acme Holdings,,,MQL,,,,,,2025-08-22,2025-09-05,False,False,50.0,14.0,27.0,20.0,16.0,4.0,4.0,False
ACC_0267,LEAD_0267,2025-05-20,umbrellasystems.com,Umbrella Systems,CMP_1005,camp_5,Closed Won,OPP_0267,2025-06-26,26062.0,2025-09-12,Won,2025-05-20,2025-06-03,True,True,242.0,60.0,28.0,120.0,39.0,31.0,3.0,True
ACC_0268,LEAD_0268,2025-07-29,acmeholdings.com,Acme Holdings,CMP_1016,camp_16,MQL,,,,,,2025-08-01,2025-08-15,False,False,47.0,15.0,15.0,28.0,5.0,1.0,4.0,False
ACC_0269,LEAD_0269,2025-04-16,initechlabs.com,Initech Labs,CMP_1019,camp_19,SQL,,,,,,2025-04-25,2025-05-09,False,False,45.0,14.0,19.0,16.0,11.0,10.0,3.0,False
ACC_0270,LEAD_0270,2025-05-26,yahoo.com,Initech Networks,CMP_1002,camp_2,MQL,,,,,,2025-05-29,2025-06-12,False,False,44.0,14.0,16.0,21.0,8.0,4.0,4.0,False
ACC_0271,LEAD_0271,2025-02-09,starkholdings.com,Stark Holdings,CMP_1015,camp_15,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0272,LEAD_0272,2025-05-18,initechholdings.com,Initech Holdings,CMP_1005,camp_5,Closed Won,OPP_0272,2025-06-21,15725.0,2025-09-07,Won,2025-05-18,2025-06-01,True,True,308.0,81.0,17.0,139.0,78.0,40.0,3.0,True
ACC_0273,LEAD_0273,2025-07-15,starklabs.com,Stark Labs,CMP_1018,camp_18,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0274,LEAD_0274,2025-03-06,acmelabs.com,Acme Labs,CMP_1013,camp_13,SQL,,,,,,2025-03-15,2025-03-29,False,False,35.0,12.0,10.0,14.0,6.0,6.0,4.0,False
ACC_0275,LEAD_0275,2025-01-23,massiveholdings.com,Massive Holdings,CMP_1013,camp_13,Closed Won,OPP_0275,2025-02-04,27481.0,2025-04-11,Won,,,True,True,,,,,,,,False
ACC_0276,LEAD_0276,2025-06-01,starkdynamics.com,Stark Dynamics,CMP_1012,camp_12,Closed Won,OPP_0276,2025-06-22,12512.0,2025-08-27,Won,2025-06-10,2025-06-24,True,True,493.0,122.0,2.0,238.0,92.0,80.0,3.0,True
ACC_0277,LEAD_0277,2025-09-11,acmenetworks.com,Acme Networks,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0278,LEAD_0278,2025-04-30,wonkasystems.com,Wonka Systems,CMP_1001,camp_1,Closed Lost,OPP_0278,2025-05-21,10284.0,2025-06-13,Lost,,,True,False,,,,,,,,False
ACC_0279,LEAD_0279,2025-02-19,outlook.com,Stark Solutions,CMP_1017,camp_17,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0280,LEAD_0280,2025-05-23,massivenetworks.com,Massive Networks,CMP_1007,camp_7,SQL,,,,,,2025-05-31,2025-06-14,False,False,48.0,15.0,10.0,24.0,8.0,6.0,4.0,False
ACC_0281,LEAD_0281,2025-03-06,vandelayenterprises.com,Vandelay Enterprises,CMP_1004,camp_4,Closed Lost,OPP_0281,2025-03-17,12874.0,2025-04-25,Lost,2025-03-14,2025-03-28,True,False,48.0,15.0,13.0,22.0,11.0,6.0,4.0,False
ACC_0282,LEAD_0282,2025-03-08,acmecorporation.com,Acme Corporation,CMP_1010,camp_10,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0283,LEAD_0283,2025-03-12,starksolutions.com,Stark Solutions,CMP_1003,camp_3,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0284,LEAD_0284,2025-07-03,umbrellaholdings.com,Umbrella Holdings,CMP_1002,camp_2,SQL,,,,,,2025-07-04,2025-07-18,False,False,54.0,14.0,4.0,26.0,9.0,10.0,4.0,False
ACC_0285,LEAD_0285,2025-08-02,umbrellagroup.com,Umbrella Group,CMP_1004,camp_4,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0286,LEAD_0286,2025-05-23,yahoo.com,Acme Holdings,CMP_1002,camp_2,SQL,,,,,,2025-05-25,2025-06-08,False,False,49.0,14.0,22.0,22.0,13.0,6.0,4.0,False
ACC_0287,LEAD_0287,2025-01-29,yahoo.com,Globex Corporation,CMP_1008,camp_8,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0288,LEAD_0288,2025-07-25,initechindustries.com,Initech Industries,CMP_1007,camp_7,Closed Lost,OPP_0288,2025-08-21,7639.0,2025-09-06,Lost,2025-07-29,2025-08-12,True,False,40.0,15.0,19.0,16.0,5.0,6.0,4.0,False
ACC_0289,LEAD_0289,2025-09-14,vehementsystems.com,Vehement Systems,CMP_1017,camp_17,SQL,,,,,,2025-09-22,2025-10-06,False,False,47.0,15.0,16.0,25.0,7.0,5.0,4.0,False
ACC_0290,LEAD_0290,2025-02-11,outlook.com,Globex Group,CMP_1013,camp_13,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0291,LEAD_0291,2025-02-18,massivesystems.com,Massive Systems,CMP_1005,camp_5,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0292,LEAD_0292,2025-08-18,hoolidynamics.com,Hooli Dynamics,CMP_1014,camp_14,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0293,LEAD_0293,2025-08-25,wonkaholdings.com,Wonka Holdings,CMP_1013,camp_13,Closed Won,OPP_0293,2025-09-13,32070.0,2025-11-17,Won,2025-08-27,2025-09-10,True,True,415.0,92.0,11.0,196.0,70.0,54.0,3.0,True
ACC_0294,LEAD_0294,2025-04-15,yahoo.com,Wonka Networks,,,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0295,LEAD_0295,2025-02-05,waynelabs.com,Wayne Labs,CMP_1003,camp_3,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0296,LEAD_0296,2025-08-24,umbrellalabs.com,Umbrella Labs,CMP_1014,camp_14,MQL,,,,,,2025-08-27,2025-09-10,False,False,53.0,15.0,25.0,20.0,13.0,7.0,4.0,False
ACC_0297,LEAD_0297,2025-03-02,soylentindustries.com,Soylent Industries,CMP_1009,camp_9,MQL,,,,,,2025-03-10,2025-03-24,False,False,58.0,15.0,10.0,29.0,15.0,9.0,4.0,False
ACC_0298,LEAD_0298,2025-09-03,vehementsolutions.com,Vehement Solutions,CMP_1002,camp_2,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0299,LEAD_0299,2025-06-28,wonkaindustries.com,Wonka Industries,CMP_1004,camp_4,Closed Lost,OPP_0299,2025-08-02,14754.0,2025-09-14,Lost,,,True,False,,,,,,,,False
ACC_0300,LEAD_0300,2025-05-02,umbrellaindustries.com,Umbrella Industries,CMP_1014,camp_14,Closed Lost,OPP_0300,2025-05-15,22013.0,2025-06-02,Lost,2025-05-11,2025-05-25,True,False,45.0,15.0,30.0,20.0,11.0,6.0,4.0,False
ACC_0301,LEAD_0301,2025-01-20,initechnetworks.com,Initech Networks,,,Closed Lost,OPP_0301,2025-02-08,20627.0,2025-05-10,Lost,2025-01-26,2025-02-09,True,False,46.0,15.0,23.0,14.0,12.0,8.0,4.0,False
ACC_0302,LEAD_0302,2025-01-13,gmail.com,Globex Industries,CMP_1017,camp_17,MQL,,,,,,2025-01-17,2025-01-31,False,False,59.0,15.0,12.0,25.0,9.0,13.0,4.0,False
ACC_0303,LEAD_0303,2025-07-28,hooligroup.com,Hooli Group,CMP_1017,camp_17,Closed Lost,OPP_0303,2025-08-12,26335.0,2025-10-06,Lost,2025-07-28,2025-08-11,True,False,48.0,13.0,10.0,21.0,9.0,7.0,4.0,False
ACC_0304,LEAD_0304,2025-06-21,outlook.com,Massive Holdings,CMP_1004,camp_4,Closed Lost,OPP_0304,2025-07-11,13390.0,2025-08-20,Lost,2025-06-21,2025-07-05,True,False,48.0,15.0,14.0,23.0,12.0,5.0,4.0,False
ACC_0305,LEAD_0305,2025-08-19,waynecorporation.com,Wayne Corporation,CMP_1001,camp_1,Closed Lost,OPP_0305,2025-09-09,16608.0,2025-11-02,Lost,2025-08-19,2025-09-02,True,False,45.0,15.0,25.0,27.0,5.0,6.0,4.0,False
ACC_0306,LEAD_0306,2025-09-26,vandelayholdings.com,Vandelay Holdings,,,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0307,LEAD_0307,2025-09-24,hoolilabs.com,Hooli Labs,CMP_1018,camp_18,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0308,LEAD_0308,2025-06-13,globexindustries.com,Globex Industries,CMP_1015,camp_15,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0309,LEAD_0309,2025-02-10,umbrellacorporation.com,Umbrella Corporation,,,Closed Won,OPP_0309,2025-02-22,22910.0,2025-06-09,Won,2025-02-17,2025-03-03,True,True,518.0,131.0,25.0,235.0,96.0,70.0,3.0,True
ACC_0310,LEAD_0310,2025-04-13,vandelaycorporation.com,Vandelay Corporation,CMP_1001,camp_1,SQL,,,,,,2025-04-20,2025-05-04,False,False,56.0,15.0,24.0,25.0,13.0,6.0,4.0,False
ACC_0311,LEAD_0311,2025-04-03,wonkadynamics.com,Wonka Dynamics,CMP_1004,camp_4,Closed Lost,OPP_0311,2025-05-02,12184.0,2025-06-12,Lost,2025-04-03,2025-04-17,True,False,50.0,14.0,22.0,18.0,15.0,7.0,4.0,False
ACC_0312,LEAD_0312,2025-08-16,starkenterprises.com,Stark Enterprises,CMP_1008,camp_8,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0313,LEAD_0313,2025-05-25,vehementholdings.com,Vehement Holdings,CMP_1012,camp_12,Closed Lost,OPP_0313,2025-07-02,16287.0,2025-08-28,Lost,2025-06-02,2025-06-16,True,False,54.0,14.0,19.0,26.0,13.0,7.0,4.0,False
ACC_0314,LEAD_0314,2025-09-14,wonkasolutions.com,Wonka Solutions,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0315,LEAD_0315,2025-07-03,starkholdings.com,Stark Holdings,CMP_1001,camp_1,MQL,,,,,,2025-07-12,2025-07-26,False,False,50.0,14.0,26.0,24.0,12.0,3.0,4.0,False
ACC_0316,LEAD_0316,2025-05-12,initechnetworks.com,Initech Networks,CMP_1017,camp_17,MQL,,,,,,2025-05-17,2025-05-31,False,False,57.0,15.0,29.0,29.0,6.0,8.0,4.0,False
ACC_0317,LEAD_0317,2025-02-12,vehementnetworks.com,Vehement Networks,CMP_1014,camp_14,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0318,LEAD_0318,2025-03-11,gmail.com,Globex Industries,,,MQL,,,,,,2025-03-18,2025-04-01,False,False,56.0,15.0,6.0,29.0,10.0,7.0,4.0,False
ACC_0319,LEAD_0319,2025-06-29,massivedynamics.com,Massive Dynamics,CMP_1004,camp_4,Closed Lost,OPP_0319,2025-07-18,20701.0,2025-10-05,Lost,2025-07-04,2025-07-18,True,False,54.0,15.0,13.0,30.0,8.0,2.0,4.0,False
ACC_0320,LEAD_0320,2025-03-02,wonkacorporation.com,Wonka Corporation,CMP_1013,camp_13,Closed Won,OPP_0320,2025-03-23,27952.0,2025-05-14,Won,2025-03-05,2025-03-19,True,True,263.0,69.0,26.0,129.0,61.0,23.0,3.0,True
ACC_0321,LEAD_0321,2025-07-27,vehementdynamics.com,Vehement Dynamics,CMP_1004,camp_4,MQL,,,,,,2025-07-27,2025-08-10,False,False,62.0,14.0,30.0,27.0,13.0,8.0,4.0,False
ACC_0322,LEAD_0322,2025-03-03,vandelaydynamics.com,Vandelay Dynamics,,,Closed Won,OPP_0322,2025-03-30,16102.0,2025-05-22,Won,2025-03-11,2025-03-25,True,True,206.0,49.0,19.0,104.0,38.0,30.0,3.0,True
ACC_0323,LEAD_0323,2025-03-22,globexgroup.com,Globex Group,CMP_1012,camp_12,MQL,,,,,,2025-03-26,2025-04-09,False,False,52.0,15.0,27.0,20.0,10.0,9.0,4.0,False
ACC_0324,LEAD_0324,2025-08-10,outlook.com,Vandelay Systems,CMP_1003,camp_3,Closed Won,OPP_0324,2025-08-18,26807.0,2025-10-05,Won,2025-08-14,2025-08-28,True,True,258.0,62.0,24.0,116.0,43.0,50.0,3.0,True
ACC_0325,LEAD_0325,2025-08-20,vandelaynetworks.com,Vandelay Networks,CMP_1013,camp_13,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0326,LEAD_0326,2025-09-18,yahoo.com,Soylent Industries,CMP_1012,camp_12,Closed Won,OPP_0326,2025-10-03,14638.0,2025-10-28,Won,2025-09-27,2025-10-11,True,True,283.0,68.0,4.0,122.0,57.0,45.0,3.0,True
ACC_0327,LEAD_0327,2025-02-26,yahoo.com,Wayne Solutions,CMP_1005,camp_5,SQL,,,,,,2025-02-27,2025-03-13,False,False,58.0,15.0,8.0,31.0,8.0,9.0,4.0,False
ACC_0328,LEAD_0328,2025-08-01,soylententerprises.com,Soylent Enterprises,CMP_1010,camp_10,MQL,,,,,,2025-08-04,2025-08-18,False,False,57.0,13.0,26.0,26.0,8.0,14.0,4.0,False
ACC_0329,LEAD_0329,2025-02-09,vandelaysolutions.com,Vandelay Solutions,CMP_1011,camp_11,MQL,,,,,,2025-02-14,2025-02-28,False,False,58.0,14.0,18.0,24.0,17.0,5.0,4.0,False
ACC_0330,LEAD_0330,2025-01-14,vehementdynamics.com,Vehement Dynamics,CMP_1009,camp_9,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0331,LEAD_0331,2025-05-07,massiveenterprises.com,Massive Enterprises,CMP_1018,camp_18,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0332,LEAD_0332,2025-03-29,gmail.com,Umbrella Corporation,CMP_1013,camp_13,SQL,,,,,,2025-04-05,2025-04-19,False,False,53.0,15.0,21.0,25.0,6.0,7.0,4.0,False
ACC_0333,LEAD_0333,2025-06-02,acmeenterprises.com,Acme Enterprises,CMP_1001,camp_1,MQL,,,,,,2025-06-10,2025-06-24,False,False,44.0,14.0,25.0,20.0,11.0,6.0,4.0,False
ACC_0334,LEAD_0334,2025-06-29,outlook.com,Acme Dynamics,CMP_1008,camp_8,MQL,,,,,,2025-07-06,2025-07-20,False,False,60.0,15.0,10.0,27.0,12.0,9.0,4.0,False
ACC_0335,LEAD_0335,2025-01-08,globexgroup.com,Globex Group,CMP_1004,camp_4,Closed Won,OPP_0335,2025-01-15,13164.0,2025-04-28,Won,2025-01-08,2025-01-22,True,True,398.0,96.0,15.0,175.0,72.0,61.0,3.0,True
ACC_0336,LEAD_0336,2025-07-17,wayneholdings.com,Wayne Holdings,CMP_1014,camp_14,SQL,,,,,,2025-07-24,2025-08-07,False,False,44.0,14.0,20.0,18.0,10.0,7.0,4.0,False
ACC_0337,LEAD_0337,2025-09-08,vandelaycorporation.com,Vandelay Corporation,CMP_1014,camp_14,SQL,,,,,,2025-09-16,2025-09-30,False,False,61.0,15.0,14.0,26.0,15.0,10.0,4.0,False
ACC_0338,LEAD_0338,2025-03-08,globexdynamics.com,Globex Dynamics,CMP_1007,camp_7,MQL,,,,,,2025-03-12,2025-03-26,False,False,51.0,15.0,20.0,21.0,9.0,8.0,4.0,False
ACC_0339,LEAD_0339,2025-08-19,globexsystems.com,Globex Systems,CMP_1010,camp_10,Closed Lost,OPP_0339,2025-09-25,26577.0,2025-10-28,Lost,2025-08-23,2025-09-06,True,False,54.0,14.0,26.0,24.0,11.0,7.0,4.0,False
ACC_0340,LEAD_0340,2025-08-16,massiveholdings.com,Massive Holdings,CMP_1009,camp_9,MQL,,,,,,2025-08-21,2025-09-04,False,False,54.0,14.0,17.0,26.0,12.0,7.0,4.0,False
ACC_0341,LEAD_0341,2025-04-27,initechnetworks.com,Initech Networks,,,SQL,,,,,,2025-05-02,2025-05-16,False,False,54.0,14.0,10.0,16.0,13.0,10.0,4.0,False
ACC_0342,LEAD_0342,2025-09-29,vandelaylabs.com,Vandelay Labs,CMP_1008,camp_8,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0343,LEAD_0343,2025-08-13,soylentnetworks.com,Soylent Networks,CMP_1010,camp_10,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0344,LEAD_0344,2025-06-07,umbrellanetworks.com,Umbrella Networks,CMP_1012,camp_12,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0345,LEAD_0345,2025-04-28,soylententerprises.com,Soylent Enterprises,CMP_1013,camp_13,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0346,LEAD_0346,2025-05-29,proton.me,Wayne Dynamics,CMP_1003,camp_3,Closed Lost,OPP_0346,2025-07-02,16911.0,2025-08-18,Lost,2025-05-30,2025-06-13,True,False,55.0,15.0,9.0,22.0,9.0,7.0,4.0,False
ACC_0347,LEAD_0347,2025-04-06,vandelayholdings.com,Vandelay Holdings,CMP_1019,camp_19,Closed Lost,OPP_0347,2025-04-25,30055.0,2025-06-23,Lost,,,True,False,,,,,,,,False
ACC_0348,LEAD_0348,2025-06-19,vandelaysolutions.com,Vandelay Solutions,CMP_1012,camp_12,SQL,,,,,,2025-06-27,2025-07-11,False,False,65.0,13.0,28.0,24.0,14.0,14.0,4.0,False
ACC_0349,LEAD_0349,2025-04-07,waynegroup.com,Wayne Group,CMP_1011,camp_11,Closed Lost,OPP_0349,2025-05-07,14740.0,2025-06-15,Lost,2025-04-09,2025-04-23,True,False,44.0,14.0,10.0,21.0,6.0,4.0,4.0,False
ACC_0350,LEAD_0350,2025-02-26,initechsystems.com,Initech Systems,CMP_1004,camp_4,Closed Won,OPP_0350,2025-03-31,19624.0,2025-04-10,Won,2025-02-27,2025-03-13,True,True,315.0,77.0,26.0,146.0,56.0,44.0,3.0,True
ACC_0351,LEAD_0351,2025-08-13,globexindustries.com,Globex Industries,CMP_1011,camp_11,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0352,LEAD_0352,2025-05-14,wonkanetworks.com,Wonka Networks,,,SQL,,,,,,2025-05-16,2025-05-30,False,False,59.0,14.0,3.0,24.0,10.0,12.0,4.0,False
ACC_0353,LEAD_0353,2025-09-08,wonkacorporation.com,Wonka Corporation,CMP_1017,camp_17,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0354,LEAD_0354,2025-03-19,wayneindustries.com,Wayne Industries,CMP_1014,camp_14,SQL,,,,,,2025-03-28,2025-04-11,False,False,44.0,13.0,7.0,18.0,12.0,4.0,4.0,False
ACC_0355,LEAD_0355,2025-09-22,initechcorporation.com,Initech Corporation,CMP_1015,camp_15,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0356,LEAD_0356,2025-02-27,vandelaycorporation.com,Vandelay Corporation,CMP_1012,camp_12,SQL,,,,,,2025-02-27,2025-03-13,False,False,56.0,15.0,16.0,31.0,12.0,5.0,4.0,False
ACC_0357,LEAD_0357,2025-06-20,vandelayholdings.com,Vandelay Holdings,CMP_1003,camp_3,Closed Won,OPP_0357,2025-07-20,19515.0,2025-08-21,Won,2025-06-22,2025-07-06,True,True,435.0,112.0,32.0,200.0,78.0,74.0,3.0,True
ACC_0358,LEAD_0358,2025-02-13,wonkacorporation.com,Wonka Corporation,CMP_1014,camp_14,SQL,,,,,,2025-02-15,2025-03-01,False,False,50.0,15.0,24.0,19.0,16.0,10.0,4.0,False
ACC_0359,LEAD_0359,2025-08-03,vehementsystems.com,Vehement Systems,CMP_1005,camp_5,Closed Lost,OPP_0359,2025-09-05,26528.0,2025-10-06,Lost,2025-08-05,2025-08-19,True,False,45.0,13.0,10.0,20.0,11.0,7.0,4.0,False
ACC_0360,LEAD_0360,2025-01-28,proton.me,Vehement Corporation,CMP_1009,camp_9,Closed Lost,OPP_0360,2025-02-19,13308.0,2025-02-28,Lost,2025-01-31,2025-02-14,True,False,42.0,15.0,27.0,20.0,8.0,9.0,4.0,False
ACC_0361,LEAD_0361,2025-01-23,soylentnetworks.com,Soylent Networks,CMP_1003,camp_3,Closed Won,OPP_0361,2025-02-18,29519.0,2025-05-14,Won,2025-01-23,2025-02-06,True,True,477.0,113.0,19.0,234.0,88.0,68.0,3.0,True
ACC_0362,LEAD_0362,2025-07-29,vandelayindustries.com,Vandelay Industries,CMP_1003,camp_3,SQL,,,,,,2025-07-30,2025-08-13,False,False,57.0,15.0,15.0,17.0,14.0,10.0,4.0,False
ACC_0363,LEAD_0363,2025-05-09,soylentcorporation.com,Soylent Corporation,CMP_1010,camp_10,Closed Lost,OPP_0363,2025-06-07,21126.0,2025-06-15,Lost,2025-05-15,2025-05-29,True,False,57.0,14.0,27.0,25.0,8.0,10.0,4.0,False
ACC_0364,LEAD_0364,2025-01-28,starkenterprises.com,Stark Enterprises,CMP_1011,camp_11,Closed Won,OPP_0364,2025-02-16,32737.0,2025-05-04,Won,2025-02-03,2025-02-17,True,True,207.0,50.0,15.0,83.0,41.0,37.0,3.0,True
ACC_0365,LEAD_0365,2025-08-28,vandelaynetworks.com,Vandelay Networks,CMP_1004,camp_4,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0366,LEAD_0366,2025-03-08,vandelaygroup.com,Vandelay Group,CMP_1005,camp_5,Closed Won,OPP_0366,2025-03-18,21111.0,2025-04-05,Won,2025-03-11,2025-03-25,True,True,543.0,129.0,6.0,247.0,102.0,86.0,3.0,True
ACC_0367,LEAD_0367,2025-03-16,umbrellalabs.com,Umbrella Labs,CMP_1016,camp_16,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0368,LEAD_0368,2025-07-02,yahoo.com,Hooli Group,CMP_1001,camp_1,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0369,LEAD_0369,2025-03-05,hoolienterprises.com,Hooli Enterprises,CMP_1013,camp_13,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0370,LEAD_0370,2025-01-19,acmeholdings.com,Acme Holdings,CMP_1017,camp_17,Closed Won,OPP_0370,2025-02-02,24007.0,2025-02-16,Won,2025-01-22,2025-02-05,True,True,248.0,63.0,30.0,119.0,40.0,26.0,3.0,True
ACC_0371,LEAD_0371,2025-09-12,hoolilabs.com,Hooli Labs,CMP_1019,camp_19,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0372,LEAD_0372,2025-07-02,waynegroup.com,Wayne Group,CMP_1015,camp_15,SQL,,,,,,2025-07-04,2025-07-18,False,False,53.0,15.0,8.0,14.0,13.0,13.0,4.0,False
ACC_0373,LEAD_0373,2025-03-30,gmail.com,Soylent Industries,CMP_1009,camp_9,Closed Lost,OPP_0373,2025-05-02,22774.0,2025-07-21,Lost,2025-04-02,2025-04-16,True,False,43.0,15.0,4.0,15.0,10.0,9.0,4.0,False
ACC_0374,LEAD_0374,2025-07-30,globexindustries.com,Globex Industries,,,SQL,,,,,,2025-08-08,2025-08-22,False,False,48.0,15.0,14.0,16.0,9.0,9.0,4.0,False
ACC_0375,LEAD_0375,2025-06-19,wonkaenterprises.com,Wonka Enterprises,CMP_1014,camp_14,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0376,LEAD_0376,2025-09-09,wayneenterprises.com,Wayne Enterprises,CMP_1001,camp_1,MQL,,,,,,2025-09-10,2025-09-24,False,False,56.0,14.0,7.0,26.0,9.0,11.0,4.0,False
ACC_0377,LEAD_0377,2025-03-01,umbrellanetworks.com,Umbrella Networks,CMP_1017,camp_17,SQL,,,,,,2025-03-07,2025-03-21,False,False,56.0,15.0,6.0,25.0,11.0,12.0,4.0,False
ACC_0378,LEAD_0378,2025-02-17,wonkanetworks.com,Wonka Networks,CMP_1009,camp_9,Closed Won,OPP_0378,2025-03-26,7917.0,2025-05-06,Won,2025-02-21,2025-03-07,True,True,260.0,64.0,34.0,120.0,51.0,34.0,3.0,True
ACC_0379,LEAD_0379,2025-03-03,soylentdynamics.com,Soylent Dynamics,CMP_1014,camp_14,Closed Won,OPP_0379,2025-03-24,23408.0,2025-06-07,Won,2025-03-09,2025-03-23,True,True,325.0,83.0,22.0,151.0,70.0,44.0,3.0,True
ACC_0380,LEAD_0380,2025-07-03,wonkaenterprises.com,Wonka Enterprises,CMP_1014,camp_14,Closed Won,OPP_0380,2025-07-10,25665.0,2025-09-23,Won,2025-07-04,2025-07-18,True,True,436.0,102.0,31.0,199.0,89.0,57.0,3.0,True
ACC_0381,LEAD_0381,2025-09-09,vandelaysystems.com,Vandelay Systems,CMP_1004,camp_4,MQL,,,,,,2025-09-09,2025-09-23,False,False,48.0,15.0,26.0,24.0,10.0,4.0,4.0,False
ACC_0382,LEAD_0382,2025-02-07,acmecorporation.com,Acme Corporation,CMP_1005,camp_5,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0383,LEAD_0383,2025-03-29,initechgroup.com,Initech Group,CMP_1007,camp_7,SQL,,,,,,,,False,False,,,,,,,,False
ACC_0384,LEAD_0384,2025-08-16,umbrellagroup.com,Umbrella Group,CMP_1011,camp_11,Closed Won,OPP_0384,2025-08-30,21408.0,2025-11-14,Won,2025-08-24,2025-09-07,True,True,242.0,56.0,2.0,105.0,60.0,40.0,3.0,True
ACC_0385,LEAD_0385,2025-09-18,hooliindustries.com,Hooli Industries,CMP_1010,camp_10,SQL,,,,,,2025-09-22,2025-10-06,False,False,73.0,15.0,21.0,35.0,7.0,15.0,4.0,False
ACC_0386,LEAD_0386,2025-08-16,waynecorporation.com,Wayne Corporation,CMP_1013,camp_13,MQL,,,,,,2025-08-16,2025-08-30,False,False,59.0,14.0,12.0,22.0,13.0,12.0,4.0,False
ACC_0387,LEAD_0387,2025-04-22,starkenterprises.com,Stark Enterprises,CMP_1006,camp_6,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0388,LEAD_0388,2025-05-23,vehementsolutions.com,Vehement Solutions,CMP_1010,camp_10,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0389,LEAD_0389,2025-07-16,vandelaylabs.com,Vandelay Labs,CMP_1012,camp_12,Closed Won,OPP_0389,2025-08-20,5886.0,2025-08-12,Won,2025-07-24,2025-08-07,True,True,314.0,77.0,37.0,141.0,64.0,48.0,3.0,True
ACC_0390,LEAD_0390,2025-06-17,waynesystems.com,Wayne Systems,CMP_1008,camp_8,MQL,,,,,,2025-06-21,2025-07-05,False,False,64.0,15.0,29.0,31.0,13.0,8.0,4.0,False
ACC_0391,LEAD_0391,2025-04-12,gmail.com,Acme Labs,CMP_1004,camp_4,Closed Lost,OPP_0391,2025-05-10,21782.0,2025-06-04,Lost,2025-04-12,2025-04-26,True,False,53.0,14.0,20.0,15.0,11.0,15.0,4.0,False
ACC_0392,LEAD_0392,2025-07-11,vehementcorporation.com,Vehement Corporation,,,Closed Lost,OPP_0392,2025-08-14,15403.0,2025-09-15,Lost,2025-07-20,2025-08-03,True,False,43.0,14.0,2.0,18.0,8.0,10.0,4.0,False
ACC_0393,LEAD_0393,2025-07-01,vehementindustries.com,Vehement Industries,CMP_1015,camp_15,Lead,,,,,,,,False,False,,,,,,,,False
ACC_0394,LEAD_0394,2025-03-30,outlook.com,Massive Group,CMP_1009,camp_9,Closed Lost,OPP_0394,2025-04-09,21959.0,2025-05-13,Lost,,,True,False,,,,,,,,False
ACC_0395,LEAD_0395,2025-09-02,proton.me,Vehement Holdings,CMP_1017,camp_17,MQL,,,,,,,,False,False,,,,,,,,False
ACC_0396,LEAD_0396,2025-01-30,hooligroup.com,Hooli Group,CMP_1015,camp_15,SQL,,,,,,,,False,False,,,,,,,,False
